priority,category,source_path,destination,clicks_16mnd,impressions_16mnd,avg_position,notes
DEFER,ENGLISH,/en/Baater/nimbus-230r---2007,/en/Baater/nimbus-230r---2007,0,87,43.94,Bilingual workstream — defer until NO/EN setup
C,BLOG_LOW,/post/galeon-440-fly-solgt,/,0,86,61.77,Low-value blog — redirect to home
C,BLOG_LOW,/post/startskuddet-for-årets-båtsesong,/,0,84,41.1,Low-value blog — redirect to home
C,JOB_POST,/post/ledig-stilling-summer-internship,/,0,67,48.31,Job post — redirect to home
C,BLOG_INVENTORY,/post/solgt-goldfish-29-sport-1,/sold,0,66,69.82,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/solgt-bavaria-37-cruiser,/sold,0,57,33.37,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/solgt-goldfish-23-tender,/sold,0,56,24.54,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/2018-goldfish-23-tender-mkii-for-salg,/sold,0,56,26.09,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/goldfish-29-sport-for-salg-1,/sold,0,55,56.36,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/solgt-goldfish-29-sport,/sold,0,54,67.43,Inventory-related post — redirect to /sold
DEFER,ENGLISH,/en/Baater/nimbus-t9,/en/Baater/nimbus-t9,0,52,31.04,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/nimbus-300r,/en/Baater/nimbus-300r,0,49,31.55,Bilingual workstream — defer until NO/EN setup
C,BLOG_LOW,/post/ny-i-markedet-axopar-28-open,/,0,46,22.54,Low-value blog — redirect to home
C,BLOG_INVENTORY,/post/solgt-axopar-28-open,/sold,0,42,20.38,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/kommer-for-salg-expression-29,/sold,0,41,49.39,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/solgt-nimbus-35-nova-ht,/sold,0,40,25.88,Inventory-related post — redirect to /sold
C,BOAT_UNMATCHED_LOW,/Baater/goldfish-28-tender-#60,/sold,0,39,14.38,Low-traffic unmatched — redirect to /sold
C,BLOG_CATEGORY,/blogg/page/5,/,0,36,42.86,Blog category — low traffic
C,BLOG_INVENTORY,/post/bavaria-37-cruiser-for-salg,/sold,0,34,34.18,Inventory-related post — redirect to /sold
C,BLOG_LOW,/post/selge-skitten-og-oksidert-båt-hiv-og-hoy-ep-31,/,0,32,17.0,Low-value blog — redirect to home
C,BLOG_LOW,/post/hoy-pod-ep-1-hva-skjer-i-båtmarkedet-nå-kåring-av-årets-kuleste-båt,/,0,32,65.81,Low-value blog — redirect to home
C,BLOG_LOW,/post/princess-25m-nå-registrert-i-nor,/,0,31,35.68,Low-value blog — redirect to home
C,BLOG_INVENTORY,/post/capelli-tempest-1000-for-salg,/sold,0,30,11.23,Inventory-related post — redirect to /sold
C,BOAT_UNMATCHED_LOW,/Baater/chris-craft-25-corsair-2005,/sold,0,30,25.33,Low-traffic unmatched — redirect to /sold
DEFER,ENGLISH,/en/Baater/brig-eagle-8-hankø-edition,/en/Baater/brig-eagle-8-hankø-edition,0,29,7.07,Bilingual workstream — defer until NO/EN setup
C,BLOG_INVENTORY,/post/chris-craft-carina-21-for-salg,/sold,0,29,20.66,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/2017-beneteau-mc6-s-for-salg,/sold,0,28,36.54,Inventory-related post — redirect to /sold
C,BLOG_LOW,/post/ny-i-markedet-2019-cormate-t-27,/,0,26,23.27,Low-value blog — redirect to home
DEFER,ENGLISH,/en/baatmegler,/en/baatmegler,0,25,2.0,Bilingual workstream — defer until NO/EN setup
B,BOAT_MATCH,/Baater/cranchi-mediterrane-47,/boat/cranchi-mediterrane-47,0,25,8.6,Match — direct 301 to new /boat/ page
C,BLOG_CATEGORY,/blogg/page/3,/,0,25,15.76,Blog category — low traffic
C,BLOG_LOW,/post/hva-du-må-få-med-deg-på-båter-i-sjøen-2022,/,0,25,20.4,Low-value blog — redirect to home
C,BLOG_INVENTORY,/post/solgt-princess-v52,/sold,0,25,33.2,Inventory-related post — redirect to /sold
C,BLOG_LOW,/post/kjøreregler-for-et-lykkeligere-båtliv,/,0,25,38.48,Low-value blog — redirect to home
C,BLOG_INVENTORY,/post/princess-68-for-salg,/sold,0,25,47.36,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/m-y-illusion-plus-for-salg,/sold,0,25,51.68,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/solgt-2015-goldfish-29-sport,/sold,0,25,51.88,Inventory-related post — redirect to /sold
C,BLOG_LOW,/post/ny-i-markedet-glastron-gs-259,/,0,24,9.96,Low-value blog — redirect to home
C,BOAT_UNMATCHED_LOW,/Baater/goldfish-30-sport---2021-#009,/sold,0,22,20.82,Low-traffic unmatched — redirect to /sold
DEFER,ENGLISH,/en/Baater/windy-28-ghibli---2001,/en/Baater/windy-28-ghibli---2001,0,21,7.29,Bilingual workstream — defer until NO/EN setup
C,BLOG_INVENTORY,/post/solgt-bavaria-vision-40,/sold,0,21,18.43,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/solgt-cormate-t-27-1,/sold,0,20,40.75,Inventory-related post — redirect to /sold
C,BLOG_CATEGORY,/blogg/,/,0,19,2.63,Blog category — low traffic
C,BOAT_UNMATCHED_LOW,/Baater/lagoon-52-f,/sold,0,19,6.32,Low-traffic unmatched — redirect to /sold
C,BLOG_LOW,/post/vi-kjører-verdens-første-foilende-og-elektriske-båt-hiv-og-hoy-ep-36,/,0,19,64.32,Low-value blog — redirect to home
DEFER,ENGLISH,/en/Baater/dufour-385-grand-large,/en/Baater/dufour-385-grand-large,0,18,6.5,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/fjord-40-open---2007,/en/Baater/fjord-40-open---2007,0,18,7.61,Bilingual workstream — defer until NO/EN setup
C,BLOG_INVENTORY,/post/solgt-2011-goldfish-23-tender,/sold,0,18,20.67,Inventory-related post — redirect to /sold
B,BOAT_MATCH,/Baater/ibiza-811-touring,/boat/ibiza-811-touring,0,17,11.65,Match — direct 301 to new /boat/ page
C,BLOG_LOW,/post/coronavirus-sjøen-for-alle-avlyst-og-rekordsvak-krone,/,0,16,17.88,Low-value blog — redirect to home
C,BLOG_INVENTORY,/post/solgt-cormate-t-27,/sold,0,14,21.29,Inventory-related post — redirect to /sold
DEFER,ENGLISH,/en/nautibuoy,/en/nautibuoy,0,14,35.93,Bilingual workstream — defer until NO/EN setup
C,BOAT_UNMATCHED_LOW,/Baater/baltic-kragerø-34,/sold,0,12,13.08,Low-traffic unmatched — redirect to /sold
C,BLOG_INVENTORY,/post/vandutch-40-open-for-salg,/sold,0,12,14.42,Inventory-related post — redirect to /sold
DEFER,ENGLISH,/en/Baater/nimbus-305-drophead,/en/Baater/nimbus-305-drophead,0,12,14.75,Bilingual workstream — defer until NO/EN setup
C,BLOG_LOW,/post/hiv-og-hoy-ep-33-nordkapp-walkthrough-60-fots-yacht-og-fredrikstadtur,/,0,12,18.75,Low-value blog — redirect to home
C,JOB_POST,/post/ledig-stilling-some-ansvarlig-content-creator,/,0,12,39.42,Job post — redirect to home
C,BLOG_LOW,/post/skal-vi-kjøpe-båt-hiv-og-hoy-ep-38,/,0,12,60.92,Low-value blog — redirect to home
C,BLOG_INVENTORY,/post/riva-76-perseo-for-salg,/sold,0,12,65.92,Inventory-related post — redirect to /sold
DEFER,ENGLISH,/en/Baater/goldfish-30-sport---2022,/en/Baater/goldfish-30-sport---2022,0,11,4.82,Bilingual workstream — defer until NO/EN setup
C,BOAT_UNMATCHED_LOW,/Baater/bavaria-330-sport-ht,/sold,0,11,9.82,Low-traffic unmatched — redirect to /sold
C,BLOG_CATEGORY,/blogg/categories/råd-og-tips,/,0,11,19.36,Blog category — low traffic
C,BLOG_INVENTORY,/post/2021-marex-360cc-for-salg,/sold,0,11,30.82,Inventory-related post — redirect to /sold
DEFER,ENGLISH,/en/Baater/elan-37,/en/Baater/elan-37,0,10,4.7,Bilingual workstream — defer until NO/EN setup
C,BOAT_UNMATCHED_LOW,/Baater/goldfish-30-sport-#16,/sold,0,10,14.0,Low-traffic unmatched — redirect to /sold
C,BLOG_LOW,/post/nyansettelser-kaos-og-detailing-hiv-og-hoy-ep-32,/,0,10,14.0,Low-value blog — redirect to home
C,BLOG_LOW,/post/ledig-deltidsstilling-videoklipper-innholdsprodusent,/,0,10,21.3,Low-value blog — redirect to home
DEFER,ENGLISH,/en/Baater/marex-360-cc,/en/Baater/marex-360-cc,0,9,7.22,Bilingual workstream — defer until NO/EN setup
C,BLOG_INVENTORY,/post/chris-craft-25-corsair-for-salg,/sold,0,9,23.33,Inventory-related post — redirect to /sold
DEFER,ENGLISH,/en/Baater/nimbus-35-nova-ht-,/en/Baater/nimbus-35-nova-ht-,0,9,33.67,Bilingual workstream — defer until NO/EN setup
C,BLOG_LOW,/post/hoy-pod-ep-2-blytung-norsk-båtøkonomi-rødts-yachtskatt-og-tvangsauksjon-av-russiske-fartøy,/,0,9,45.44,Low-value blog — redirect to home
C,BLOG_INVENTORY,/post/pershing-64-inn-for-salgf,/sold,0,8,7.12,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/lagoon-39-for-salg-i-kroatia,/sold,0,8,8.75,Inventory-related post — redirect to /sold
C,BLOG_CATEGORY,/blogg/categories/hoy-pod,/,0,8,22.0,Blog category — low traffic
C,BLOG_INVENTORY,/post/s-y-state-of-grace-for-salg,/sold,0,8,23.25,Inventory-related post — redirect to /sold
C,BLOG_CATEGORY,/blogg/categories/tester,/,0,8,28.75,Blog category — low traffic
DEFER,ENGLISH,/en/Baater/bertram-37-convertible,/en/Baater/bertram-37-convertible,0,8,31.5,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/goldfish-30-sport-#16,/en/Baater/goldfish-30-sport-#16,0,7,7.43,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/axopar-28-open,/en/Baater/axopar-28-open,0,7,9.43,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/nimbus-230r,/en/Baater/nimbus-230r,0,7,9.86,Bilingual workstream — defer until NO/EN setup
C,BLOG_CATEGORY,/blogg/categories/bloggposter,/,0,7,36.29,Blog category — low traffic
C,BOAT_UNMATCHED_LOW,/Baater/vandutch-40-open---2008,/sold,0,6,6.0,Low-traffic unmatched — redirect to /sold
C,BLOG_LOW,/post/ny-medarbeider-møt-jonas,/,0,6,12.33,Low-value blog — redirect to home
DEFER,ENGLISH,/en/Baater/scand-baltic-29,/en/Baater/scand-baltic-29,0,5,6.0,Bilingual workstream — defer until NO/EN setup
C,BLOG_LOW,/post/åpen-dag-hos-asker-seilforening,/,0,5,32.0,Low-value blog — redirect to home
C,BLOG_INVENTORY,/post/solgt-goldfish-29-sport-2016,/sold,0,5,36.4,Inventory-related post — redirect to /sold
C,BLOG_INVENTORY,/post/solgt-glastron-gs259,/sold,0,5,53.2,Inventory-related post — redirect to /sold
DEFER,ENGLISH,/en/Baater/seaside-23,/en/Baater/seaside-23,0,4,5.25,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/boston-whaler-190-outrage,/en/Baater/boston-whaler-190-outrage,0,4,5.5,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/cormate-t-27,/en/Baater/cormate-t-27,0,4,5.5,Bilingual workstream — defer until NO/EN setup
C,BLOG_INVENTORY,/post/solgt-carver-396-ac,/sold,0,4,7.0,Inventory-related post — redirect to /sold
DEFER,ENGLISH,/en/Baater/nimbus-35-nova-ht,/en/Baater/nimbus-35-nova-ht,0,4,8.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/nimbus-35-nova-ht---2008,/en/Baater/nimbus-35-nova-ht---2008,0,4,22.25,Bilingual workstream — defer until NO/EN setup
C,BLOG_CATEGORY,/blogg/page/9,/,0,4,26.5,Blog category — low traffic
DEFER,ENGLISH,/en/Baater/delphia-40.3,/en/Baater/delphia-40.3,0,4,42.5,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/bavaria-e34-fly,/en/Baater/bavaria-e34-fly,0,3,3.67,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/nord-west-370-coupé,/en/Baater/nord-west-370-coupé,0,3,3.67,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/riva-dolceriva-48,/en/Baater/riva-dolceriva-48,0,3,4.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/capelli-tempest-1000,/en/Baater/capelli-tempest-1000,0,3,6.33,Bilingual workstream — defer until NO/EN setup
C,BLOG_CATEGORY,/blogg/categories/markedsnyheter/page/6,/,0,3,31.33,Blog category — low traffic
C,BLOG_INVENTORY,/post/m-y-tutku-for-salg,/sold,0,3,42.33,Inventory-related post — redirect to /sold
C,BOAT_UNMATCHED_LOW,/Baater/cormate-23-su---2022-shark-grey,/sold,0,2,8.0,Low-traffic unmatched — redirect to /sold
DEFER,ENGLISH,/en/Baater/goldfish-28-rib,/en/Baater/goldfish-28-rib,0,2,8.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/pershing-64,/en/Baater/pershing-64,0,2,8.5,Bilingual workstream — defer until NO/EN setup
C,BOAT_UNMATCHED_LOW,/Baater/goldfish-28-bullet-#020,/sold,0,2,10.5,Low-traffic unmatched — redirect to /sold
DEFER,ENGLISH,/en/Baater/nimbus-280-coupé,/en/Baater/nimbus-280-coupé,0,2,12.0,Bilingual workstream — defer until NO/EN setup
C,BLOG_INVENTORY,/post/solgt-2005-jeanneau-so-49-ds,/sold,0,2,38.0,Inventory-related post — redirect to /sold
C,OTHER,http://houseofyachts.no/,/,0,1,1.0,Other — redirect to home
DEFER,ENGLISH,/en/Baater/askeladden-c80-cruiser,/en/Baater/askeladden-c80-cruiser,0,1,2.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/sandvik-945,/en/Baater/sandvik-945,0,1,3.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/beneteau-mc6s,/en/Baater/beneteau-mc6s,0,1,5.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/goldfish-29-sport---2016,/en/Baater/goldfish-29-sport---2016,0,1,8.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/nimbus-29-nova,/en/Baater/nimbus-29-nova,0,1,8.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/hydrolift-s24-diablo,/en/Baater/hydrolift-s24-diablo,0,1,9.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/seaside-23---2023,/en/Baater/seaside-23---2023,0,1,9.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/windy-44-chinook,/en/Baater/windy-44-chinook,0,1,9.0,Bilingual workstream — defer until NO/EN setup
C,BLOG_INVENTORY,/post/solgt-vandutch-40-open,/sold,0,1,10.0,Inventory-related post — redirect to /sold
DEFER,ENGLISH,/en/Baater/goldfish-30-sport,/en/Baater/goldfish-30-sport,0,1,15.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/marex-280-holiday,/en/Baater/marex-280-holiday,0,1,20.0,Bilingual workstream — defer until NO/EN setup
C,BOAT_UNMATCHED_LOW,/Baater/Nordkapp-Airborne-7,/sold,0,1,22.0,Low-traffic unmatched — redirect to /sold
DEFER,ENGLISH,/en/Baater/Beneteau-MC6S,/en/Baater/Beneteau-MC6S,0,1,27.0,Bilingual workstream — defer until NO/EN setup
DEFER,ENGLISH,/en/Baater/fleming-58,/en/Baater/fleming-58,0,1,72.0,Bilingual workstream — defer until NO/EN setup
C,BLOG_INVENTORY,/post/solgt-nordkapp-noblesse-720,/sold,0,1,90.0,Inventory-related post — redirect to /sold
